id,name,genre,album,popularity,duration_ms,explicit,Artist_1,Artist_2,Artist_3,Artist_4,Artist_5,Artist_6,Artist_7,Artist_8,Artist_9,Artist_10,Artist_11
3ctsORVoVEDUxLpQAL0zOC,Brazil,brazil,Django Reinhardt: Legendary Recordings,37,168720,FALSE,Django Reinhardt,None,None,None,None,None,None,None,None,None,None
5qdsapFwiOWNGh5pFF6ieB,Brazil - 2006 Remastered Version,brazil,Pink Flag,26,41200,FALSE,Wire,None,None,None,None,None,None,None,None,None,None
4CDcY85Jn32FxQfDqSDKkK,Brazil,brazil,Say It With Music,43,183266,FALSE,Ray Conniff,None,None,None,None,None,None,None,None,None,None
4gdcPSPjPWquRfdByUmA7I,BRAZILIAN MEMPHIS MANO,brazil,BRAZILIAN MEMPHIS MANO,43,136615,FALSE,RXDXVIL,ZWE1HVNDXR,NXVERSOUL,None,None,None,None,None,None,None,None
1GKnEim3sUiSbGi0EGhfUd,Brazil 66,brazil,Eyedazzler,22,295706,FALSE,Alison's Halo,None,None,None,None,None,None,None,None,None,None
3YdejPPfBtHetU4GyuEPEb,Brazil,brazil,Peche A La Mouche,29,167213,FALSE,Django Reinhardt,None,None,None,None,None,None,None,None,None,None
0JqY1z85ToNyVrZKsbKNpv,Brazilera - Remix,brazil,Brazilera,37,211226,FALSE,Chimbala,Fetti031,Chucky73,None,None,None,None,None,None,None,None
70QDApgRVkCRiQautZzRRt,BrasilKrush,brazil,BrasilKrush,38,113602,FALSE,TBT Prod.,None,None,None,None,None,None,None,None,None,None
3jrToiaGyx4o553AfgoofP,Brazil,brazil,Brazil,43,226206,FALSE,A.M.C,None,None,None,None,None,None,None,None,None,None
21AnCQUMUBi2YzgHR4wU1M,Brazilian Rhyme,brazil,Live in Rio,37,129639,FALSE,Earth,Wind & Fire,None,None,None,None,None,None,None,None,None
3b8X8phZaJEUFhXhZMjzcX,Brazil 0902 - Sped Up,brazil,Brazil 0902,28,77971,FALSE,Anar,Polaris,None,None,None,None,None,None,None,None,None
2FiWMOFiCBX8E7yEXAyA83,Breakbeats,breakbeat,Glitter,34,190000,FALSE,Pasteboard,None,None,None,None,None,None,None,None,None,None
4pDrHm6j3YkZyUjN3RC3XA,Breakbeat Gangsta,breakbeat,Prince of the Cyber Rave,27,207157,TRUE,Golden Boy,None,None,None,None,None,None,None,None,None,None
4pFrTE6sgK8rMsim7Dsu8p,Breakbeat,breakbeat,Chronchitis,16,236586,FALSE,Slightly Stoopid,DJ Hellnaw,None,None,None,None,None,None,None,None,None
3AIGn8XxEZyagHV4f2s38C,Breakbeat Happy Partty,breakbeat,Breakbeat Happy Partty,13,404105,FALSE,VANI VERCIA,None,None,None,None,None,None,None,None,None,None
4AEJMYAjaWTofe4xNfg34J,Breakbeat_boogie,breakbeat,Cielos Abiertos,19,160010,FALSE,NOVA LUXEO8,None,None,None,None,None,None,None,None,None,None
2cAsWgrlR3PArymdk6uUnY,Low Down Good Girl,breakbeat,Catalysts of the Catalog,19,169065,FALSE,DJ Icey,None,None,None,None,None,None,None,None,None,None
7wNZb2R5Qbogl7SrwlMURD,Breakbeat Funk - Radio Edit,breakbeat,Breakbeat Funk,2,271918,FALSE,MIKI,None,None,None,None,None,None,None,None,None,None
5Oxk7BsCjlh26JZr9zDVJY,Breakbeat Bounce,breakbeat,El Del Mar,19,156349,FALSE,Rey Raton 01,None,None,None,None,None,None,None,None,None,None
4CoJdutEpv1RI8zw25GtOA,The One,breakbeat,The One,15,316078,FALSE,DJ Icey,None,None,None,None,None,None,None,None,None,None
2H5ZmM8jQ1dPwqJg8N2I6W,BREAKBEAT MELODY OLD,breakbeat,BREAKBEAT MELODY OLD,22,374424,FALSE,DODI XTC,None,None,None,None,None,None,None,None,None,None
6I5dxmkrMMnYq6crcW9Nfx,Retro Breakbeat (Clubbin),breakbeat,Visionary,14,73333,FALSE,Purple Groove,None,None,None,None,None,None,None,None,None,None
5K16M8ksY85EWIntONrB1U,BreakBeat,breakbeat,BreakBeat,12,385355,FALSE,Basswell,None,None,None,None,None,None,None,None,None,None
5xBovpr1vp4ukNOOqYnmV0,Breakbeat Aku Tetap Cinta,breakbeat,DJ Phone Call Gaya Boxing Full Bass,18,275951,FALSE,Khoir Wirawinata,None,None,None,None,None,None,None,None,None,None
23a9IjICN9k9osJxC1NXzt,I Need You (The Edit),breakbeat,Catalysts of the Catalog,12,167485,FALSE,DJ Icey,None,None,None,None,None,None,None,None,None,None
1I5sKmVffcKK6yYVWjIpVD,breakbeat,breakbeat,House Hysteria,1,145946,FALSE,Groove lab,None,None,None,None,None,None,None,None,None,None
164zE9tMyOTqESz8W0wDmW,Breakbeat X Jedag Jedug,breakbeat,Breakbeat X Jedag Jedug,18,232672,FALSE,NP PROJECT,None,None,None,None,None,None,None,None,None,None
1VRhB6YjSM3roBA93gpqos,Vibe Syren,breakbeat,Vibe Syren,12,178125,FALSE,DJ Icey,None,None,None,None,None,None,None,None,None,None
2Iyc5PZKI7MCUO8EyRcvOM,Breakbeat,breakbeat,Beat Bash,6,109714,FALSE,Panda Dance,Panda House,Panda Music,None,None,None,None,None,None,None,None
4TST6mq0W2Oe9uyhs2yDm5,Breakbeat Melody Stending Motor - Dj Aroel Remix,breakbeat,Instrument Stending Motor Compilation 1,17,92423,FALSE,Rahmat Tahalu,None,None,None,None,None,None,None,None,None,None
5LoTAmnIDrCfLBopjo7zHG,Give Me Your Love,breakbeat,Catalysts of the Catalog,13,200413,FALSE,DJ Icey,Demerris,Isle Natividad,None,None,None,None,None,None,None,None
53XrTqfhobmuK4VHmgpqbF,BREAKBEAT,breakbeat,BREAKBEAT,42,226430,FALSE,ARCHANGELZZ,None,None,None,None,None,None,None,None,None,None
7ukQe2QJB3byfigRzBUpno,Breakbeatmania,breakbeat,Breakbeatmania,9,314666,FALSE,Guau,CODE BREAKERZ,None,None,None,None,None,None,None,None,None
1UrICneawoCaHKbtpo6t09,YUH,breakbeat,YUH,10,197333,FALSE,DJ Fixx,None,None,None,None,None,None,None,None,None,None
00wdmwjkEveD0RL76gfOq1,Breakbeat,breakbeat,Breakbeat,1,215255,FALSE,Acco,None,None,None,None,None,None,None,None,None,None
0uuicFowRk0RM4yBIqQm5c,B**ches Ain’t Sh** (Instrumental Version),breakbeat,Chronic Hip Hop Beats,20,286200,FALSE,Breakbeat Kings,None,None,None,None,None,None,None,None,None,None
6PpDujakqfNYLVXpQZCvmj,I Come Correct,breakbeat,I Come Correct,16,211875,FALSE,DJ30A,Huda Hudia,None,None,None,None,None,None,None,None,None
0rzJErQTohIRXvAj7uF5sa,BREAKBEAT,breakbeat,BREAKBEAT,19,152721,FALSE,Skatch,None,None,None,None,None,None,None,None,None,None
30GoZ6RGLffYRG0OvKGk5G,F**k Wit Dre Day (And Everybody’s Celebratin’) (Instrumental Version),breakbeat,Chronic Hip Hop Beats,19,303346,FALSE,Breakbeat Kings,None,None,None,None,None,None,None,None,None,None
0pZPN08QDc6JduVO20HBBF,Drizzle,breakbeat,Drizzle,15,214153,FALSE,DJ Fixx,None,None,None,None,None,None,None,None,None,None
6TY8zPz6vG6pbOhk6HoRz3,Breakbeat,breakbeat,Breakbeat,1,446370,FALSE,Rosper,None,None,None,None,None,None,None,None,None,None
5ely3WizZrfaRYRz8K5LcA,Let Me Ride (Instrumental Version),breakbeat,Chronic Hip Hop Beats,17,273080,FALSE,Breakbeat Kings,None,None,None,None,None,None,None,None,None,None
3u8m6v0TY9HLjAtga0KheN,Breakbeat Generation,breakbeat,Rollcage Stage II,5,187891,FALSE,E-Z Rollers,None,None,None,None,None,None,None,None,None,None
6NGFpYVJ15a5vmAQSAfA6S,Breakbeat,breakbeat,Electro Archives,0,154188,FALSE,Kontekst,None,None,None,None,None,None,None,None,None,None
3EQlYSrVHRDXM8z4VqJvbY,Melemah,breakbeat,Melemah,22,411245,FALSE,Rebelly band,Breakbeat.id,Rizki mulia,None,None,None,None,None,None,None,None
24BVSsnFWbRkYSE7Rx5vbs,Ripped - Breaks Mix,breakbeat,Breaks N Trap EP!,9,247486,FALSE,Huda Hudia,DJ Fixx,None,None,None,None,None,None,None,None,None
7gIQcdPZvUx1yPFUMuJ8Yd,Breakbeat,breakbeat,Begin,0,257088,FALSE,Data Overload,None,None,None,None,None,None,None,None,None,None
7hIYNiOvrYnCQiVTW2uI8h,B**ch Please II (Instrumental Version),breakbeat,Chronic Hip Hop Beats,22,297040,FALSE,Breakbeat Kings,None,None,None,None,None,None,None,None,None,None
08Dciw1fID4HfQD9QaefYl,Chill Breakbeat,breakbeat,Colours of Groove,15,80232,FALSE,Purple Groove,None,None,None,None,None,None,None,None,None,None
70lKJOLbsGGYqs43YS8fn0,Breakbeat,breakbeat,"The Hip Hop Depression, Vol. 2",0,261591,TRUE,Pro the Leader,Dopestyle,Prostyle,American Poets 2099,None,None,None,None,None,None,None
6IqTE0UIKjgKgpyjZNNAqv,Always Loving You Breakbeat,breakbeat,Always Loving You Breakbeat,28,355804,FALSE,NP PROJECT,DOL FUNK,None,None,None,None,None,None,None,None,None
7KgXYNcfIlA7Arv9dI0cx1,We Want Your Soul - Radio Edit,breakbeat,We Want Your Soul,18,180480,TRUE,Freeland,None,None,None,None,None,None,None,None,None,None
61kePPFHzlpHsdcEvkXxXD,Breakbeat,breakbeat,Lost in the Rat Maze,0,365733,FALSE,Aidan Baker,None,None,None,None,None,None,None,None,None,None
6C7gXffzhiXLTfagKXjXKX,Breakbeat Melody,breakbeat,Breakbeat Melody,26,140070,FALSE,DJ Diva Remix,DJ Viral,Dj TikTok Viral,None,None,None,None,None,None,None,None
79BvRJogyqRwCuXH2OtbeN,Break It Down!,breakbeat,BREAK IT DOWN!,11,300895,FALSE,Huda Hudia,DJ30A,None,None,None,None,None,None,None,None,None
71zqF3N2DbT0WoGoNEXIfy,Breakbeat,breakbeat,Easy Does It,0,201153,FALSE,ABDEXFEMX,None,None,None,None,None,None,None,None,None,None
2LCoc8qwHqVQcU8XMjgZQN,"It Feels So Good - 12"" Breakbeat Mix",breakbeat,It Feels So Good,30,363666,FALSE,Sonique,None,None,None,None,None,None,None,None,None,None
2giNTwEKQ3zlkzZsR0QV1o,Stop Me Now,breakbeat,Breaks N Trap EP!,10,236129,FALSE,Huda Hudia,DJ Fixx,None,None,None,None,None,None,None,None,None
0tRdDdcoYFI51wUhiOJ4dn,BREAKBEAT,breakbeat,THE BODWELL CONNECT,0,155675,TRUE,SLUDGE,Lucian,None,None,None,None,None,None,None,None,None
3z0RCnyJGWMel6njqeafAJ,Broken Heartbeats Sound Like Breakbeats - Remastered,breakbeat,"Hold On Now, Youngster...",21,213120,FALSE,Los Campesinos!,None,None,None,None,None,None,None,None,None,None
6rV8hLHi0LbeCXv3mybQMv,Drop The Bomb - Original Mix,breakbeat,Drop The Bomb,13,240000,FALSE,DJ Fixx,None,None,None,None,None,None,None,None,None,None
4ZdmTNaBTErD8n9AQE0YaX,British Bombs,british,British Bombs,51,297714,TRUE,Declan McKenna,None,None,None,None,None,None,None,None,None,None
120p13uQpxSDyauaPSl85D,God Save The King (British National Anthem),british,God Save The King,35,98360,FALSE,Traditional,City of London Choir,Royal Philharmonic Orchestra,Hilary Davan Wetton,None,None,None,None,None,None,None
126gMWNErYr7sJppOezqiC,British People,british,Noble Ape,30,108247,FALSE,Jim Gaffigan,None,None,None,None,None,None,None,None,None,None
0JGpAI8TACBfNJEKVVb0VQ,British Boy Rap,british,British Boy Rap,28,153243,FALSE,Mtsg,Salazar2Splashy,None,None,None,None,None,None,None,None,None
2PKGX7glf9mutxRlwrusZd,The British Grenadiers,british,Empire Of The Sun,28,149426,FALSE,John Williams,None,None,None,None,None,None,None,None,None,None
2sghBF6xPN3NUmtFn9ccUL,British,british,British,27,135957,TRUE,Dino Gala,None,None,None,None,None,None,None,None,None,None
46TEQjuL9IwWMhbNhWNsIa,The Brits are coming,british,The Brits are coming,45,192461,FALSE,Mtsg,grayto,None,None,None,None,None,None,None,None,None
6t3SF4je1B5caJ7peFEJwt,The British Grenadiers,british,Rule Britannia!,33,57200,FALSE,Traditional,Nil,The Central Band of The Royal British Legion,Captain David Cole,None,None,None,None,None,None,None
4YIZpM6c2yIyM293nlVkTw,british backyard,british,british backyard,28,75000,FALSE,Eli Fischer,Adam Panek,None,None,None,None,None,None,None,None,None
2b3Vvb1Fd11egOpDuRU8Bq,Like I'm British,british,Like I'm British,37,88966,TRUE,ThxSoMch,Yxng LJ,None,None,None,None,None,None,None,None,None
5rIZpWFL7hqk9nrlqcElb9,1777 Uk the British Grenadiers March (Mythical Military Marches of England),british,At Attention ! 60 World Military Song a Essential Collection,33,109229,FALSE,Hits Anthem Back Studio,None,None,None,None,None,None,None,None,None,None
6AWElb3A8ZE1iZe8PjuWix,British Summertime,british,From the Vaults 1998-2006 Vol.2,31,278759,FALSE,Bent,None,None,None,None,None,None,None,None,None,None
6uvMKqNlrSvcC4NaKnrwjZ,"Body (Remix) [feat. ArrDee, E1 (3x3), ZT (3x3), Bugzy Malone, Buni, Fivio Foreign & Darkoo]",british,"Body  [feat. ArrDee, E1 , ZT , Bugzy Malone, Buni, Fivio Foreign & Darkoo]",59,278085,TRUE,Tion Wayne,Russ Millions,ArrDee,E1 (3x3),ZT (3x3),Bugzy Malone,Buni,Fivio Foreign,Darkoo,None,None
5fRfNIzmtZPbKv9yVEz5hA,British Gas,british,Oracle EP,23,287513,TRUE,Oddprophet,ILLAMAN,None,None,None,None,None,None,None,None,None
2SfQF1Uq4fK1Cvd5wcu6dv,British Grenadiers,british,The United States Army Strings,26,104320,FALSE,US Army Strings,SSG K.C. Armstrong,SFC Michael Ford,SFC Nathan Sommers,None,None,None,None,None,None,None
0rPaRmMuIvPNc4zxErJbYC,British Columbia - Canadian American,british,The Pale Tourist,20,79396,FALSE,Jim Gaffigan,None,None,None,None,None,None,None,None,None,None
2MftQaIrlac7vKmlAAdum1,The British Are Coming,british,Everything Will Be Alright In The End,24,248560,FALSE,Weezer,None,None,None,None,None,None,None,None,None,None
6pqt0Lim1KHfw7GoERpPbJ,The British Grenadiers,british,Pride Of The Nation,11,162066,FALSE,Traditional,The Coldstream Guards Band,None,None,None,None,None,None,None,None,None
6cRy55klwrG2ovz7C2ACPQ,British,british,Step Along,22,179558,FALSE,Darlene Canales,None,None,None,None,None,None,None,None,None,None
5KWlmFoYVoUXFFI7X2annS,British Fool,british,Soul,18,190039,FALSE,Toby Stevenson,None,None,None,None,None,None,None,None,None,None
1Tcx4BMphr7XayLP3tgFzG,Richest Killers,british,Richest Killers,49,171333,FALSE,Mtsg,None,None,None,None,None,None,None,None,None,None
3xNjuIpEd0uO624w2k1Rd4,British Base – Remix by Toonorth,british,South of the Circle – OST Remixes by Chillhop Music,24,137200,FALSE,Toonorth,None,None,None,None,None,None,None,None,None,None
78h4MBterBWiRWIQ2FRLyd,British Kid,british,Party,19,73573,FALSE,Nick Swardson,None,None,None,None,None,None,None,None,None,None
1B5B554dl0Z36trXMkpizv,British Headboards,british,Late Nights: Europe,21,253933,TRUE,Jeremih,None,None,None,None,None,None,None,None,None,None
6El7vS2pC9O87rFB3CnvbF,british rap,british,british rap,8,127036,TRUE,1i1 pimple,lil benjiman,None,None,None,None,None,None,None,None,None
2AYykiaLxmJASHGXPNFhsi,British,british,Trap Lovers,43,188814,TRUE,Dark Polo Gang,None,None,None,None,None,None,None,None,None,None
4hFBsvMoe67o5sHXdlNjKR,British Grenadiers,british,The Long March Home,21,48720,FALSE,42nd Royal Highlanders,None,None,None,None,None,None,None,None,None,None
3eIRxkHV1xKsSJ8WWFfGjE,British,british,British,39,188850,TRUE,Dark Polo Gang,None,None,None,None,None,None,None,None,None,None
7HI7CUry0YCRDarPTsARIj,British Leis An Lurighan,british,At The Ball And Chain,20,289585,FALSE,Bernie Clement,None,None,None,None,None,None,None,None,None,None
59BXbZlY18zTdhGRJCjX8x,British,british,Maya Badian: Music Inspired by 24 Nations,13,70737,FALSE,Maya Badian,None,None,None,None,None,None,None,None,None,None
2xVLJboYpG7sZuc6fLz0qG,British Blue Sky,british,British Blue Sky,22,119000,FALSE,Ben Wheatley,None,None,None,None,None,None,None,None,None,None
44e8p447UUFpucWb4FM3J5,British,british,British,13,135511,FALSE,Thumder P,None,None,None,None,None,None,None,None,None,None
0eCr9kpxcK1TCTQAcTG8LL,BRITISH BOY,british,Digikid,12,133953,TRUE,Yxngxr1,None,None,None,None,None,None,None,None,None,None
0ptKETY3cw9Tc9xL8cQsVz,British,british,Yikes!,3,155590,FALSE,Momus,None,None,None,None,None,None,None,None,None,None
1eoyhoDJ2FUjCQ7XlBpH0V,British Dudes,british,White Male. Black Comic.,17,220098,TRUE,Chris D'Elia,None,None,None,None,None,None,None,None,None,None
76y0YoynIU5O0veH2mgqof,British,british,Inhale / Exhale,6,239066,FALSE,Random Hand,None,None,None,None,None,None,None,None,None,None
4Eq1mE0wcq0vhkxHGm7TBw,The Great British Bar Off,british,The Great British Bar Off,32,321566,TRUE,Devlin,Ed Sheeran,None,None,None,None,None,None,None,None,None
36liDbvttbhzghSiijhlBy,British,british,Blue,0,118500,FALSE,Samuel Samuel,None,None,None,None,None,None,None,None,None,None
6lrWy0udyOgT8EbM0D8GsM,British Rain,british,Meditation and Sounds - Vol. I,21,264600,FALSE,Meditation and Sounds,None,None,None,None,None,None,None,None,None,None
3KeEo7mGV8UAtVbbKsew3b,Go On Home British Soldiers,british,Easter Rising,22,156390,FALSE,Seth Staton Watkins,None,None,None,None,None,None,None,None,None,None
2P49qliYdgVILcC4fO2rdI,British,british,British,8,178364,FALSE,Rony,None,None,None,None,None,None,None,None,None,None
586dvOx61CsG5w079NCbjG,The British Arrival,british,The Last Of The Mohicans,24,122906,FALSE,Randy Edelman,None,None,None,None,None,None,None,None,None,None
4g5qrKLJAygqjUPnHvb4vU,British It,british,Faces and Sounds,14,155606,TRUE,Pete Holmes,None,None,None,None,None,None,None,None,None,None
10djrXjeR3iukSdjqRqYLl,British,british,Trap Lovers,18,191647,TRUE,Dark Polo Gang,None,None,None,None,None,None,None,None,None,None
19ZKneEgm36Q1iUbBwwLr2,British Boy,british,British Boy,0,182099,FALSE,Songfinch,None,None,None,None,None,None,None,None,None,None
11FJglOffeHPC324wagzQb,British Mind,british,British Mind,7,192127,FALSE,Hinds,None,None,None,None,None,None,None,None,None,None
2t2W8w0YvxcWcKRpYs74PY,British,british,Shades of Grey,0,141106,FALSE,The Connecticut Patriots Fife and Drum Corps,None,None,None,None,None,None,None,None,None,None
5joOTdsEHCmK2JqZyymhbP,British,british,British,1,376877,FALSE,Fleisch,None,None,None,None,None,None,None,None,None,None
3bFMVxqnk4VidMVOH6H9ir,British,british,British,0,144705,FALSE,Ollie O,None,None,None,None,None,None,None,None,None,None
73dEb0mXP2AhnE5ax7hSPk,The British Grenadiers,british,A Soldier's Journey,9,100666,FALSE,E.L. Kurtz,None,None,None,None,None,None,None,None,None,None
45xAgFEdLmkkX95ZZeIVnW,打雀英雄傳,cantopop,半斤八兩,29,188080,FALSE,Sam Hui,None,None,None,None,None,None,None,None,None,None
3Y3NncH36k6Eekmoc9AzqB,Can't Hop In This,cantopop,In My Bag,30,173869,TRUE,Duffy,None,None,None,None,None,None,None,None,None,None
1xRMtDxiU8xxAlaDscHIoT,濤,cantopop,濤,59,232489,FALSE,Keung To,None,None,None,None,None,None,None,None,None,None
7c3qSLvyqFkHtKQLgkGxFU,Cantopop,cantopop,China Syndrome,0,181400,FALSE,China Syndrome,None,None,None,None,None,None,None,None,None,None
0JJAS4x66kFZZbxgAB5lkQ,Can't Hop A Train,cantopop,Can't Hop A Train,36,201136,FALSE,Matt Mason,None,None,None,None,None,None,None,None,None,None
63huDpEdqQBN43UgxhoIcX,酷愛,cantopop,酷愛,45,234360,FALSE,Hins Cheung,None,None,None,None,None,None,None,None,None,None
5oDjO1sHNgWQ4lFoW1tl2v,Caporales San Simón,cantopop,Por Siempre...,22,241345,FALSE,Canto Popular,None,None,None,None,None,None,None,None,None,None
47MN8iVKji2TUL2DOnXpgJ,女神,cantopop,JOYCE,41,256000,FALSE,Joyce Cheng,None,None,None,None,None,None,None,None,None,None
6ySxbcCY8ifqY7i7fYA7af,Canto Pa' Desahogarme,cantopop,Reinicio,28,179008,FALSE,Lenin Ramírez,None,None,None,None,None,None,None,None,None,None
75BdRLNhfCePdvaazgI28a,今宵多珍重,cantopop,陳百強粉紅色的一生精選,32,230998,FALSE,Danny Chan,None,None,None,None,None,None,None,None,None,None
1sPMVZQJt3Gw9NKj6jCboa,Canto Para Ti,cantopop,Canto Para Ti,28,159451,FALSE,Banda Los Recoditos,None,None,None,None,None,None,None,None,None,None
4GbTgGizUjRxDIRJKe3r7a,垃圾,cantopop,"喜歡戀愛""粵語精選""",37,228493,FALSE,Candy Lo,None,None,None,None,None,None,None,None,None,None
2SO5oVHP6RBV5sZbM3n8iL,Canto pal que está despierto,cantopop,Viento Sur,37,257881,FALSE,Muerdo,None,None,None,None,None,None,None,None,None,None
21Y7Om8LTUS5dNKqKYeywc,念,cantopop,念,46,288295,FALSE,Panther Chan,None,None,None,None,None,None,None,None,None,None
3FlOPbHJY4LwrrO6Y77fln,Candypop,cantopop,Rj Pasin Samples 6,1,83603,FALSE,G Sounds,None,None,None,None,None,None,None,None,None,None
0LuBQym8RGIcybVJE5F5iE,Tomorrow,cantopop,Tomorrow,30,250416,FALSE,AGA,None,None,None,None,None,None,None,None,None,None
1qW5H7li77nVfoAoXW0rGj,薄情歌,cantopop,CANTOPOPSIBILITY,37,229555,FALSE,C AllStar,None,None,None,None,None,None,None,None,None,None
189r6rbHTV8GwbIshCP5fJ,歡樂今宵,cantopop,有你這一天,35,224333,FALSE,Leo Ku,None,None,None,None,None,None,None,None,None,None
36gEVMtUNQ1LbwChFHp1xz,差詞,cantopop,CANTOPOPSIBILITY,10,221373,FALSE,C AllStar,None,None,None,None,None,None,None,None,None,None
2NCHIMKOc6oqj4eT0NKx8s,今宵多珍重,cantopop,當我想起...陳百強紀念精選,34,230998,FALSE,Danny Chan,None,None,None,None,None,None,None,None,None,None
4Fd5thbqsHwfIEz0rMkEcs,祇想一生跟你走,cantopop,Cantopop,6,311800,FALSE,Jacky Cheung,None,None,None,None,None,None,None,None,None,None
0PNlAxz1G2WLTC8WRMxUmg,乾,cantopop,This is MC,34,219070,FALSE,MC 張天賦,None,None,None,None,None,None,None,None,None,None
6P6H8CJOyaneRZcxDiNora,六神合體 (feat. Mastamic),cantopop,CANTOPOPSIBILITY,6,258053,FALSE,C AllStar,MastaMic,None,None,None,None,None,None,None,None,None
1S1cY016AlRL2rnOO5bolN,濛,cantopop,Nothing Lasts Forever,38,209413,FALSE,Juno Mak,None,None,None,None,None,None,None,None,None,None
5wvO5nzDuxep7cHJPIC6Qh,每天愛你多一些,cantopop,Best 80s Cantopop,5,278546,FALSE,Jacky Cheung,None,None,None,None,None,None,None,None,None,None
5fJ9reRZCwq1ezsi9w4CdF,Out of the blue,cantopop,Out of the blue,38,206978,FALSE,Nancy Kwai,None,None,None,None,None,None,None,None,None,None
7mYfJ77pCVVnZd67jttSt3,可一可再,cantopop,Cantopop,2,287573,FALSE,Eason Chan,eason and the duo band,None,None,None,None,None,None,None,None,None
6MdW6YlF95hw9FWpIxTAOi,喜歡戀愛,cantopop,"喜歡戀愛""粵語精選""",31,217760,FALSE,Candy Lo,None,None,None,None,None,None,None,None,None,None
7MB6T9tkVkXrJcxtg12dfI,天堂的花火,cantopop,Cantopop,2,214312,FALSE,Alan Tam,None,None,None,None,None,None,None,None,None,None
4vbp1GWjMo0pwYYC2dNwun,彳亍,cantopop,無念,31,242306,FALSE,Juno Mak,None,None,None,None,None,None,None,None,None,None
67NnnoRyLS3jIgjGoZ5dzo,漸漸,cantopop,Cantopop,2,278000,FALSE,Eason Chan,eason and the duo band,None,None,None,None,None,None,None,None,None
1PxH2IMB4PZ2H5zc5baLZL,Cantonese,cantopop,Letter To Yu,20,292760,FALSE,Bolis Pupul,None,None,None,None,None,None,None,None,None,None
0JnxOhjiSfJVAg4l3wtQJR,獨一無二,cantopop,Cantopop,1,320256,FALSE,AGA,Gin Lee,None,None,None,None,None,None,None,None,None
4MSHP1amy1CBfapDSRmv2w,仍會等,cantopop,Believe Us,27,199572,FALSE,Joyce Cheng,None,None,None,None,None,None,None,None,None,None
1kfykpcse8J6nTc1FFXLhe,紙牌屋,cantopop,Cantopop,2,214906,FALSE,Hacken Lee,None,None,None,None,None,None,None,None,None,None
44JqJ3F2pXoLNF4nB7Kwnu,有人,cantopop,Nothing Lasts Forever,34,197400,FALSE,Juno Mak,None,None,None,None,None,None,None,None,None,None
6RaGojnseLYr0IyodIlF5d,一生中最愛 - 電影《雙城故事》歌曲,cantopop,Cantopop,3,261026,FALSE,Alan Tam,None,None,None,None,None,None,None,None,None,None
2oLgBYqahYEw2VUgcCxXiI,MIZU,cantopop,MIZU,27,200858,FALSE,AGA,None,None,None,None,None,None,None,None,None,None
0mnLMxYzHjTy7Y0GkxkzDt,很堅強,cantopop,Cantopop,3,239910,FALSE,Gin Lee,None,None,None,None,None,None,None,None,None,None
3FGadTlzoJ5F4UtUMWrL3h,仍會等,cantopop,仍會等,24,199477,FALSE,Joyce Cheng,None,None,None,None,None,None,None,None,None,None
2Q8LsLmgwrV7BCqwGeapEG,廢青,cantopop,Cantopop,1,290158,FALSE,Alan Tam,None,None,None,None,None,None,None,None,None,None
1HsWdmLSDdDel2Dl6ctSO2,零分,cantopop,零分,32,254337,FALSE,JUDE,None,None,None,None,None,None,None,None,None,None
5wJTsPcM8MJPDgvRB3nFxR,侘寂,cantopop,Cantopop,0,294000,FALSE,Gin Lee,None,None,None,None,None,None,None,None,None,None
1t5gz9j2e6uq6iTS41GA0D,尊嚴,cantopop,五年新曲加精選,30,254360,FALSE,Jason Chan,None,None,None,None,None,None,None,None,None,None
1aWbbm9tFdxu0NCuWmp1Sh,奉愛之名,cantopop,Cantopop,1,247247,FALSE,Kary Ng,None,None,None,None,None,None,None,None,None,None
22DT55qhBCDKnPRPoZcX7n,CityPop,cantopop,CityPop,25,227248,FALSE,AGA,None,None,None,None,None,None,None,None,None,None
4BP6WFJoE7Sv5NyBMKljkq,天下無敵 - Inspired By Movie 《賭神》,cantopop,Cantopop,0,243575,FALSE,Lowell Lo,None,None,None,None,None,None,None,None,None,None
4QM774WtzXy2KZeed1xe03,Never mind,cantopop,Never mind,36,251385,FALSE,Nancy Kwai,None,None,None,None,None,None,None,None,None,None
3dokLN192DpyRv9uYUrLwS,可惜我是水瓶座,cantopop,Cantopop,2,213213,FALSE,Miriam Yeung,None,None,None,None,None,None,None,None,None,None
2qvAqZKOMBvqWa4AbQen8q,When You're Asleep,cantopop,Cantopop Hits,0,224954,FALSE,Jude,None,None,None,None,None,None,None,None,None,None
0aLdc9xKWEYVoX73qkx6o3,Chicago House music,chicago-house,Chicago House,18,378853,FALSE,DJ Sneak,None,None,None,None,None,None,None,None,None,None
5JYbPUFjUn0i8BQy1C5JTs,Percolator - Original Mix,chicago-house,Percolator,35,253718,FALSE,Cajmere,None,None,None,None,None,None,None,None,None,None
4h4AEqy0iBbjdlbtWvIx5O,Get Get Down,chicago-house,Get Get Down,53,367786,FALSE,Paul Johnson,None,None,None,None,None,None,None,None,None,None
4YzzjPucCiVQ6OcakYFgZq,Chicago House,chicago-house,Basement Beats,0,148610,FALSE,Pure Dance Mix,None,None,None,None,None,None,None,None,None,None
6EndqjVovRMvyf7WWcc2WV,CHICAGO (feat. DJ Pharris),chicago-house,CHICAGO,42,230000,TRUE,DRAMA,DJ Pharris,None,None,None,None,None,None,None,None,None
7nQaBI1NTv5kpPyeMruTTK,No Way Back,chicago-house,No Way Back,29,295911,FALSE,Adonis,None,None,None,None,None,None,None,None,None,None
